Rf	Ru	eps	epsp	RERHO	IMRHO	alpha_f	alpha_u	delta_f	delta_u	status
0.08	0.08	0.1	0.1	0.6	21.02204	5.1736e-10	5.1736e-10	1.6264e-13	1.6264e-13	VISIBLE
0.08	0.12	0.01	0.01	0.6	21.02204	5.1736e-10	9.4255e-09	1.7713e-14	9.5091e-14	VISIBLE
0.08	0.12	0.01	0.1	0.6	21.02204	5.1736e-10	9.4255e-09	1.7713e-14	8.7310e-13	VISIBLE
0.08	0.12	0.1	0.01	0.6	21.02204	5.1736e-10	9.4255e-09	1.6264e-13	9.5091e-14	VISIBLE
0.08	0.12	0.1	0.1	0.6	21.02204	5.1736e-10	9.4255e-09	1.6264e-13	8.7310e-13	VISIBLE
0.08	0.1732	0.01	0.01	0.6	21.02204	5.1736e-10	1.3641e-07	1.7713e-14	1.9637e-13	VISIBLE
0.08	0.1732	0.01	0.1	0.6	21.02204	5.1736e-10	1.3641e-07	1.7713e-14	1.8030e-12	VISIBLE
0.08	0.1732	0.1	0.01	0.6	21.02204	5.1736e-10	1.3641e-07	1.6264e-13	1.9637e-13	VISIBLE
0.08	0.1732	0.1	0.1	0.6	21.02204	5.1736e-10	1.3641e-07	1.6264e-13	1.8030e-12	VISIBLE
0.12	0.05	0.01	0.01	0.6	21.02204	9.4255e-09	1.8658e-11	9.5091e-14	1.3096e-15	VISIBLE
0.12	0.05	0.01	0.1	0.6	21.02204	9.4255e-09	1.8658e-11	9.5091e-14	1.2024e-14	VISIBLE
0.12	0.05	0.1	0.01	0.6	21.02204	9.4255e-09	1.8658e-11	8.7310e-13	1.3096e-15	VISIBLE
0.12	0.05	0.1	0.1	0.6	21.02204	9.4255e-09	1.8658e-11	8.7310e-13	1.2024e-14	VISIBLE
0.12	0.08	0.01	0.01	0.6	21.02204	9.4255e-09	5.1736e-10	9.5091e-14	1.7713e-14	VISIBLE
0.12	0.08	0.01	0.1	0.6	21.02204	9.4255e-09	5.1736e-10	9.5091e-14	1.6264e-13	VISIBLE
0.12	0.08	0.1	0.01	0.6	21.02204	9.4255e-09	5.1736e-10	8.7310e-13	1.7713e-14	VISIBLE
0.12	0.08	0.1	0.1	0.6	21.02204	9.4255e-09	5.1736e-10	8.7310e-13	1.6264e-13	VISIBLE
0.12	0.12	0.01	0.01	0.6	21.02204	9.4255e-09	9.4255e-09	9.5091e-14	9.5091e-14	VISIBLE
0.12	0.12	0.01	0.1	0.6	21.02204	9.4255e-09	9.4255e-09	9.5091e-14	8.7310e-13	VISIBLE
0.12	0.12	0.1	0.01	0.6	21.02204	9.4255e-09	9.4255e-09	8.7310e-13	9.5091e-14	VISIBLE
0.12	0.12	0.1	0.1	0.6	21.02204	9.4255e-09	9.4255e-09	8.7310e-13	8.7310e-13	VISIBLE
0.12	0.1732	0.01	0.01	0.6	21.02204	9.4255e-09	1.3641e-07	9.5091e-14	1.9637e-13	VISIBLE
0.12	0.1732	0.01	0.1	0.6	21.02204	9.4255e-09	1.3641e-07	9.5091e-14	1.8030e-12	VISIBLE
0.12	0.1732	0.1	0.01	0.6	21.02204	9.4255e-09	1.3641e-07	8.7310e-13	1.9637e-13	VISIBLE
0.12	0.1732	0.1	0.1	0.6	21.02204	9.4255e-09	1.3641e-07	8.7310e-13	1.8030e-12	VISIBLE
0.1732	0.05	0.01	0.01	0.6	21.02204	1.3641e-07	1.8658e-11	1.9637e-13	1.3096e-15	TESTED
0.1732	0.05	0.01	0.1	0.6	21.02204	1.3641e-07	1.8658e-11	1.9637e-13	1.2024e-14	VISIBLE
0.1732	0.05	0.1	0.01	0.6	21.02204	1.3641e-07	1.8658e-11	1.8030e-12	1.3096e-15	VISIBLE
0.1732	0.05	0.1	0.1	0.6	21.02204	1.3641e-07	1.8658e-11	1.8030e-12	1.2024e-14	VISIBLE
0.1732	0.08	0.01	0.01	0.6	21.02204	1.3641e-07	5.1736e-10	1.9637e-13	1.7713e-14	VISIBLE
0.1732	0.08	0.01	0.1	0.6	21.02204	1.3641e-07	5.1736e-10	1.9637e-13	1.6264e-13	VISIBLE
0.1732	0.08	0.1	0.01	0.6	21.02204	1.3641e-07	5.1736e-10	1.8030e-12	1.7713e-14	VISIBLE
0.1732	0.08	0.1	0.1	0.6	21.02204	1.3641e-07	5.1736e-10	1.8030e-12	1.6264e-13	VISIBLE
0.1732	0.12	0.01	0.01	0.6	21.02204	1.3641e-07	9.4255e-09	1.9637e-13	9.5091e-14	VISIBLE
0.1732	0.12	0.01	0.1	0.6	21.02204	1.3641e-07	9.4255e-09	1.9637e-13	8.7310e-13	VISIBLE
0.1732	0.12	0.1	0.01	0.6	21.02204	1.3641e-07	9.4255e-09	1.8030e-12	9.5091e-14	VISIBLE
0.1732	0.12	0.1	0.1	0.6	21.02204	1.3641e-07	9.4255e-09	1.8030e-12	8.7310e-13	VISIBLE
0.1732	0.1732	0.01	0.01	0.6	21.02204	1.3641e-07	1.3641e-07	1.9637e-13	1.9637e-13	VISIBLE
0.1732	0.1732	0.01	0.1	0.6	21.02204	1.3641e-07	1.3641e-07	1.9637e-13	1.8030e-12	VISIBLE
0.1732	0.1732	0.1	0.01	0.6	21.02204	1.3641e-07	1.3641e-07	1.8030e-12	1.9637e-13	VISIBLE
0.1732	0.1732	0.1	0.1	0.6	21.02204	1.3641e-07	1.3641e-07	1.8030e-12	1.8030e-12	VISIBLE
0.02	0.02	0.01	0.01	0.6	21.02204	3.0036e-14	3.0036e-14	3.5863e-18	3.5863e-18	EXCLUDED
0.02	0.02	0.01	0.1	0.6	21.02204	3.0036e-14	3.0036e-14	3.5863e-18	3.2929e-17	EXCLUDED
0.02	0.02	0.1	0.01	0.6	21.02204	3.0036e-14	3.0036e-14	3.2929e-17	3.5863e-18	EXCLUDED
0.02	0.02	0.1	0.1	0.6	21.02204	3.0036e-14	3.0036e-14	3.2929e-17	3.2929e-17	EXCLUDED
0.05	0.02	0.01	0.01	0.6	21.02204	1.8658e-11	3.0036e-14	1.3096e-15	3.5863e-18	EXCLUDED
0.05	0.02	0.01	0.1	0.6	21.02204	1.8658e-11	3.0036e-14	1.3096e-15	3.2929e-17	EXCLUDED
0.05	0.02	0.1	0.01	0.6	21.02204	1.8658e-11	3.0036e-14	1.2024e-14	3.5863e-18	EXCLUDED
0.05	0.02	0.1	0.1	0.6	21.02204	1.8658e-11	3.0036e-14	1.2024e-14	3.2929e-17	EXCLUDED
0.08	0.02	0.01	0.01	0.6	21.02204	5.1736e-10	3.0036e-14	1.7713e-14	3.5863e-18	EXCLUDED
0.08	0.02	0.01	0.1	0.6	21.02204	5.1736e-10	3.0036e-14	1.7713e-14	3.2929e-17	EXCLUDED
0.08	0.02	0.1	0.01	0.6	21.02204	5.1736e-10	3.0036e-14	1.6264e-13	3.5863e-18	EXCLUDED
0.08	0.02	0.1	0.1	0.6	21.02204	5.1736e-10	3.0036e-14	1.6264e-13	3.2929e-17	EXCLUDED
0.12	0.02	0.01	0.01	0.6	21.02204	9.4255e-09	3.0036e-14	9.5091e-14	3.5863e-18	EXCLUDED
0.12	0.02	0.01	0.1	0.6	21.02204	9.4255e-09	3.0036e-14	9.5091e-14	3.2929e-17	EXCLUDED
0.12	0.02	0.1	0.01	0.6	21.02204	9.4255e-09	3.0036e-14	8.7310e-13	3.5863e-18	EXCLUDED
0.12	0.02	0.1	0.1	0.6	21.02204	9.4255e-09	3.0036e-14	8.7310e-13	3.2929e-17	EXCLUDED
0.1732	0.02	0.01	0.01	0.6	21.02204	1.3641e-07	3.0036e-14	1.9637e-13	3.5863e-18	EXCLUDED
0.1732	0.02	0.01	0.1	0.6	21.02204	1.3641e-07	3.0036e-14	1.9637e-13	3.2929e-17	EXCLUDED
0.1732	0.02	0.1	0.01	0.6	21.02204	1.3641e-07	3.0036e-14	1.8030e-12	3.5863e-18	EXCLUDED
0.1732	0.02	0.1	0.1	0.6	21.02204	1.3641e-07	3.0036e-14	1.8030e-12	3.2929e-17	EXCLUDED
0.05	0.05	0.01	0.01	0.55	21.02204	1.8658e-11	1.8658e-11	1.3096e-15	1.3096e-15	VISIBLE
0.05	0.05	0.01	0.1	0.55	21.02204	1.8658e-11	1.8658e-11	1.3096e-15	1.2025e-14	VISIBLE
0.05	0.05	0.1	0.01	0.55	21.02204	1.8658e-11	1.8658e-11	1.2025e-14	1.3096e-15	VISIBLE
0.05	0.05	0.1	0.1	0.55	21.02204	1.8658e-11	1.8658e-11	1.2025e-14	1.2025e-14	VISIBLE
0.05	0.08	0.01	0.01	0.55	21.02204	1.8658e-11	5.1736e-10	1.3096e-15	1.7715e-14	VISIBLE
0.05	0.08	0.01	0.1	0.55	21.02204	1.8658e-11	5.1736e-10	1.3096e-15	1.6266e-13	VISIBLE
0.05	0.08	0.1	0.01	0.55	21.02204	1.8658e-11	5.1736e-10	1.2025e-14	1.7715e-14	VISIBLE
0.05	0.08	0.1	0.1	0.55	21.02204	1.8658e-11	5.1736e-10	1.2025e-14	1.6266e-13	VISIBLE
0.05	0.12	0.01	0.01	0.55	21.02204	1.8658e-11	9.4259e-09	1.3096e-15	9.5120e-14	VISIBLE
0.05	0.12	0.01	0.1	0.55	21.02204	1.8658e-11	9.4259e-09	1.3096e-15	8.7337e-13	VISIBLE
0.05	0.12	0.1	0.01	0.55	21.02204	1.8658e-11	9.4259e-09	1.2025e-14	9.5120e-14	VISIBLE
0.05	0.12	0.1	0.1	0.55	21.02204	1.8658e-11	9.4259e-09	1.2025e-14	8.7337e-13	VISIBLE
0.05	0.1732	0.01	0.01	0.55	21.02204	1.8658e-11	1.3644e-07	1.3096e-15	1.9649e-13	VISIBLE
0.05	0.1732	0.01	0.1	0.55	21.02204	1.8658e-11	1.3644e-07	1.3096e-15	1.8041e-12	VISIBLE
0.05	0.1732	0.1	0.01	0.55	21.02204	1.8658e-11	1.3644e-07	1.2025e-14	1.9649e-13	VISIBLE
0.05	0.1732	0.1	0.1	0.55	21.02204	1.8658e-11	1.3644e-07	1.2025e-14	1.8041e-12	VISIBLE
0.08	0.05	0.01	0.01	0.55	21.02204	5.1736e-10	1.8658e-11	1.7715e-14	1.3096e-15	VISIBLE
0.08	0.05	0.01	0.1	0.55	21.02204	5.1736e-10	1.8658e-11	1.7715e-14	1.2025e-14	VISIBLE
0.08	0.05	0.1	0.01	0.55	21.02204	5.1736e-10	1.8658e-11	1.6266e-13	1.3096e-15	VISIBLE
0.08	0.05	0.1	0.1	0.55	21.02204	5.1736e-10	1.8658e-11	1.6266e-13	1.2025e-14	VISIBLE
0.08	0.08	0.01	0.01	0.55	21.02204	5.1736e-10	5.1736e-10	1.7715e-14	1.7715e-14	VISIBLE
0.08	0.08	0.01	0.1	0.55	21.02204	5.1736e-10	5.1736e-10	1.7715e-14	1.6266e-13	VISIBLE
0.08	0.08	0.1	0.01	0.55	21.02204	5.1736e-10	5.1736e-10	1.6266e-13	1.7715e-14	VISIBLE
0.08	0.08	0.1	0.1	0.55	21.02204	5.1736e-10	5.1736e-10	1.6266e-13	1.6266e-13	VISIBLE
0.08	0.12	0.01	0.01	0.55	21.02204	5.1736e-10	9.4259e-09	1.7715e-14	9.5120e-14	VISIBLE
0.08	0.12	0.01	0.1	0.55	21.02204	5.1736e-10	9.4259e-09	1.7715e-14	8.7337e-13	VISIBLE
0.08	0.12	0.1	0.01	0.55	21.02204	5.1736e-10	9.4259e-09	1.6266e-13	9.5120e-14	VISIBLE
0.08	0.12	0.1	0.1	0.55	21.02204	5.1736e-10	9.4259e-09	1.6266e-13	8.7337e-13	VISIBLE
0.08	0.1732	0.01	0.01	0.55	21.02204	5.1736e-10	1.3644e-07	1.7715e-14	1.9649e-13	VISIBLE
0.08	0.1732	0.01	0.1	0.55	21.02204	5.1736e-10	1.3644e-07	1.7715e-14	1.8041e-12	VISIBLE
0.08	0.1732	0.1	0.01	0.55	21.02204	5.1736e-10	1.3644e-07	1.6266e-13	1.9649e-13	VISIBLE
0.08	0.1732	0.1	0.1	0.55	21.02204	5.1736e-10	1.3644e-07	1.6266e-13	1.8041e-12	VISIBLE
0.12	0.05	0.01	0.01	0.55	21.02204	9.4259e-09	1.8658e-11	9.5120e-14	1.3096e-15	VISIBLE
0.12	0.05	0.01	0.1	0.55	21.02204	9.4259e-09	1.8658e-11	9.5120e-14	1.2025e-14	VISIBLE
0.12	0.05	0.1	0.01	0.55	21.02204	9.4259e-09	1.8658e-11	8.7337e-13	1.3096e-15	VISIBLE
0.12	0.05	0.1	0.1	0.55	21.02204	9.4259e-09	1.8658e-11	8.7337e-13	1.2025e-14	VISIBLE
0.12	0.08	0.01	0.01	0.55	21.02204	9.4259e-09	5.1736e-10	9.5120e-14	1.7715e-14	VISIBLE
0.12	0.08	0.01	0.1	0.55	21.02204	9.4259e-09	5.1736e-10	9.5120e-14	1.6266e-13	VISIBLE
0.12	0.08	0.1	0.01	0.55	21.02204	9.4259e-09	5.1736e-10	8.7337e-13	1.7715e-14	VISIBLE
0.12	0.08	0.1	0.1	0.55	21.02204	9.4259e-09	5.1736e-10	8.7337e-13	1.6266e-13	VISIBLE
0.12	0.12	0.01	0.01	0.55	21.02204	9.4259e-09	9.4259e-09	9.5120e-14	9.5120e-14	VISIBLE
0.12	0.12	0.01	0.1	0.55	21.02204	9.4259e-09	9.4259e-09	9.5120e-14	8.7337e-13	VISIBLE
0.12	0.12	0.1	0.01	0.55	21.02204	9.4259e-09	9.4259e-09	8.7337e-13	9.5120e-14	VISIBLE
0.12	0.12	0.1	0.1	0.55	21.02204	9.4259e-09	9.4259e-09	8.7337e-13	8.7337e-13	VISIBLE
0.12	0.1732	0.01	0.01	0.55	21.02204	9.4259e-09	1.3644e-07	9.5120e-14	1.9649e-13	VISIBLE
0.12	0.1732	0.01	0.1	0.55	21.02204	9.4259e-09	1.3644e-07	9.5120e-14	1.8041e-12	VISIBLE
0.12	0.1732	0.1	0.01	0.55	21.02204	9.4259e-09	1.3644e-07	8.7337e-13	1.9649e-13	VISIBLE
0.12	0.1732	0.1	0.1	0.55	21.02204	9.4259e-09	1.3644e-07	8.7337e-13	1.8041e-12	VISIBLE
0.1732	0.05	0.01	0.01	0.55	21.02204	1.3644e-07	1.8658e-11	1.9649e-13	1.3096e-15	TESTED
0.1732	0.05	0.01	0.1	0.55	21.02204	1.3644e-07	1.8658e-11	1.9649e-13	1.2025e-14	VISIBLE
0.1732	0.05	0.1	0.01	0.55	21.02204	1.3644e-07	1.8658e-11	1.8041e-12	1.3096e-15	VISIBLE
0.1732	0.05	0.1	0.1	0.55	21.02204	1.3644e-07	1.8658e-11	1.8041e-12	1.2025e-14	VISIBLE
0.1732	0.08	0.01	0.01	0.55	21.02204	1.3644e-07	5.1736e-10	1.9649e-13	1.7715e-14	VISIBLE
0.1732	0.08	0.01	0.1	0.55	21.02204	1.3644e-07	5.1736e-10	1.9649e-13	1.6266e-13	VISIBLE
0.1732	0.08	0.1	0.01	0.55	21.02204	1.3644e-07	5.1736e-10	1.8041e-12	1.7715e-14	VISIBLE
0.1732	0.08	0.1	0.1	0.55	21.02204	1.3644e-07	5.1736e-10	1.8041e-12	1.6266e-13	VISIBLE
0.1732	0.12	0.01	0.01	0.55	21.02204	1.3644e-07	9.4259e-09	1.9649e-13	9.5120e-14	VISIBLE
0.1732	0.12	0.01	0.1	0.55	21.02204	1.3644e-07	9.4259e-09	1.9649e-13	8.7337e-13	VISIBLE
0.1732	0.12	0.1	0.01	0.55	21.02204	1.3644e-07	9.4259e-09	1.8041e-12	9.5120e-14	VISIBLE
0.1732	0.12	0.1	0.1	0.55	21.02204	1.3644e-07	9.4259e-09	1.8041e-12	8.7337e-13	VISIBLE
0.1732	0.1732	0.01	0.01	0.55	21.02204	1.3644e-07	1.3644e-07	1.9649e-13	1.9649e-13	VISIBLE
0.1732	0.1732	0.01	0.1	0.55	21.02204	1.3644e-07	1.3644e-07	1.9649e-13	1.8041e-12	VISIBLE
0.1732	0.1732	0.1	0.01	0.55	21.02204	1.3644e-07	1.3644e-07	1.8041e-12	1.9649e-13	VISIBLE
0.1732	0.1732	0.1	0.1	0.55	21.02204	1.3644e-07	1.3644e-07	1.8041e-12	1.8041e-12	VISIBLE
0.02	0.02	0.01	0.01	0.55	21.02204	3.0036e-14	3.0036e-14	3.5863e-18	3.5863e-18	EXCLUDED
0.02	0.02	0.01	0.1	0.55	21.02204	3.0036e-14	3.0036e-14	3.5863e-18	3.2929e-17	EXCLUDED
0.02	0.02	0.1	0.01	0.55	21.02204	3.0036e-14	3.0036e-14	3.2929e-17	3.5863e-18	EXCLUDED
0.02	0.02	0.1	0.1	0.55	21.02204	3.0036e-14	3.0036e-14	3.2929e-17	3.2929e-17	EXCLUDED
0.05	0.02	0.01	0.01	0.55	21.02204	1.8658e-11	3.0036e-14	1.3096e-15	3.5863e-18	EXCLUDED
0.05	0.02	0.01	0.1	0.55	21.02204	1.8658e-11	3.0036e-14	1.3096e-15	3.2929e-17	EXCLUDED
0.05	0.02	0.1	0.01	0.55	21.02204	1.8658e-11	3.0036e-14	1.2025e-14	3.5863e-18	EXCLUDED
0.05	0.02	0.1	0.1	0.55	21.02204	1.8658e-11	3.0036e-14	1.2025e-14	3.2929e-17	EXCLUDED
0.08	0.02	0.01	0.01	0.55	21.02204	5.1736e-10	3.0036e-14	1.7715e-14	3.5863e-18	EXCLUDED
0.08	0.02	0.01	0.1	0.55	21.02204	5.1736e-10	3.0036e-14	1.7715e-14	3.2929e-17	EXCLUDED
0.08	0.02	0.1	0.01	0.55	21.02204	5.1736e-10	3.0036e-14	1.6266e-13	3.5863e-18	EXCLUDED
0.08	0.02	0.1	0.1	0.55	21.02204	5.1736e-10	3.0036e-14	1.6266e-13	3.2929e-17	EXCLUDED
0.12	0.02	0.01	0.01	0.55	21.02204	9.4259e-09	3.0036e-14	9.5120e-14	3.5863e-18	EXCLUDED
0.12	0.02	0.01	0.1	0.55	21.02204	9.4259e-09	3.0036e-14	9.5120e-14	3.2929e-17	EXCLUDED
0.12	0.02	0.1	0.01	0.55	21.02204	9.4259e-09	3.0036e-14	8.7337e-13	3.5863e-18	EXCLUDED
0.12	0.02	0.1	0.1	0.55	21.02204	9.4259e-09	3.0036e-14	8.7337e-13	3.2929e-17	EXCLUDED
0.1732	0.02	0.01	0.01	0.55	21.02204	1.3644e-07	3.0036e-14	1.9649e-13	3.5863e-18	EXCLUDED
0.1732	0.02	0.01	0.1	0.55	21.02204	1.3644e-07	3.0036e-14	1.9649e-13	3.2929e-17	EXCLUDED
0.1732	0.02	0.1	0.01	0.55	21.02204	1.3644e-07	3.0036e-14	1.8041e-12	3.5863e-18	EXCLUDED
0.1732	0.02	0.1	0.1	0.55	21.02204	1.3644e-07	3.0036e-14	1.8041e-12	3.2929e-17	EXCLUDED
0.05	0.05	0.01	0.01	0.99	25.010858	2.6648e-11	2.6648e-11	1.5270e-15	1.5270e-15	VISIBLE
0.05	0.05	0.01	0.1	0.99	25.010858	2.6648e-11	2.6648e-11	1.5270e-15	1.4021e-14	VISIBLE
0.05	0.05	0.1	0.01	0.99	25.010858	2.6648e-11	2.6648e-11	1.4021e-14	1.5270e-15	VISIBLE
0.05	0.05	0.1	0.1	0.99	25.010858	2.6648e-11	2.6648e-11	1.4021e-14	1.4021e-14	VISIBLE
0.05	0.08	0.01	0.01	0.99	25.010858	2.6648e-11	7.4853e-10	1.5270e-15	1.6706e-14	VISIBLE
0.05	0.08	0.01	0.1	0.99	25.010858	2.6648e-11	7.4853e-10	1.5270e-15	1.5339e-13	VISIBLE
0.05	0.08	0.1	0.01	0.99	25.010858	2.6648e-11	7.4853e-10	1.4021e-14	1.6706e-14	VISIBLE
0.05	0.08	0.1	0.1	0.99	25.010858	2.6648e-11	7.4853e-10	1.4021e-14	1.5339e-13	VISIBLE
0.05	0.12	0.01	0.01	0.99	25.010858	2.6648e-11	1.3942e-08	1.5270e-15	6.3305e-14	VISIBLE
0.05	0.12	0.01	0.1	0.99	25.010858	2.6648e-11	1.3942e-08	1.5270e-15	5.8126e-13	VISIBLE
0.05	0.12	0.1	0.01	0.99	25.010858	2.6648e-11	1.3942e-08	1.4021e-14	6.3305e-14	VISIBLE
0.05	0.12	0.1	0.1	0.99	25.010858	2.6648e-11	1.3942e-08	1.4021e-14	5.8126e-13	VISIBLE
0.05	0.1732	0.01	0.01	0.99	25.010858	2.6648e-11	2.0064e-07	1.5270e-15	7.8331e-14	VISIBLE
0.05	0.1732	0.01	0.1	0.99	25.010858	2.6648e-11	2.0064e-07	1.5270e-15	7.1922e-13	VISIBLE
0.05	0.1732	0.1	0.01	0.99	25.010858	2.6648e-11	2.0064e-07	1.4021e-14	7.8331e-14	VISIBLE
0.05	0.1732	0.1	0.1	0.99	25.010858	2.6648e-11	2.0064e-07	1.4021e-14	7.1922e-13	VISIBLE
0.08	0.05	0.01	0.01	0.99	25.010858	7.4853e-10	2.6648e-11	1.6706e-14	1.5270e-15	VISIBLE
0.08	0.05	0.01	0.1	0.99	25.010858	7.4853e-10	2.6648e-11	1.6706e-14	1.4021e-14	VISIBLE
0.08	0.05	0.1	0.01	0.99	25.010858	7.4853e-10	2.6648e-11	1.5339e-13	1.5270e-15	VISIBLE
0.08	0.05	0.1	0.1	0.99	25.010858	7.4853e-10	2.6648e-11	1.5339e-13	1.4021e-14	VISIBLE
0.08	0.08	0.01	0.01	0.99	25.010858	7.4853e-10	7.4853e-10	1.6706e-14	1.6706e-14	VISIBLE
0.08	0.08	0.01	0.1	0.99	25.010858	7.4853e-10	7.4853e-10	1.6706e-14	1.5339e-13	VISIBLE
0.08	0.08	0.1	0.01	0.99	25.010858	7.4853e-10	7.4853e-10	1.5339e-13	1.6706e-14	VISIBLE
0.08	0.08	0.1	0.1	0.99	25.010858	7.4853e-10	7.4853e-10	1.5339e-13	1.5339e-13	VISIBLE
0.08	0.12	0.01	0.01	0.99	25.010858	7.4853e-10	1.3942e-08	1.6706e-14	6.3305e-14	VISIBLE
0.08	0.12	0.01	0.1	0.99	25.010858	7.4853e-10	1.3942e-08	1.6706e-14	5.8126e-13	VISIBLE
0.08	0.12	0.1	0.01	0.99	25.010858	7.4853e-10	1.3942e-08	1.5339e-13	6.3305e-14	VISIBLE
0.08	0.12	0.1	0.1	0.99	25.010858	7.4853e-10	1.3942e-08	1.5339e-13	5.8126e-13	VISIBLE
0.08	0.1732	0.01	0.01	0.99	25.010858	7.4853e-10	2.0064e-07	1.6706e-14	7.8331e-14	VISIBLE
0.08	0.1732	0.01	0.1	0.99	25.010858	7.4853e-10	2.0064e-07	1.6706e-14	7.1922e-13	VISIBLE
0.08	0.1732	0.1	0.01	0.99	25.010858	7.4853e-10	2.0064e-07	1.5339e-13	7.8331e-14	VISIBLE
0.08	0.1732	0.1	0.1	0.99	25.010858	7.4853e-10	2.0064e-07	1.5339e-13	7.1922e-13	VISIBLE
0.12	0.05	0.01	0.01	0.99	25.010858	1.3942e-08	2.6648e-11	6.3305e-14	1.5270e-15	VISIBLE
0.12	0.05	0.01	0.1	0.99	25.010858	1.3942e-08	2.6648e-11	6.3305e-14	1.4021e-14	VISIBLE
0.12	0.05	0.1	0.01	0.99	25.010858	1.3942e-08	2.6648e-11	5.8126e-13	1.5270e-15	VISIBLE
0.12	0.05	0.1	0.1	0.99	25.010858	1.3942e-08	2.6648e-11	5.8126e-13	1.4021e-14	VISIBLE
0.12	0.08	0.01	0.01	0.99	25.010858	1.3942e-08	7.4853e-10	6.3305e-14	1.6706e-14	VISIBLE
0.12	0.08	0.01	0.1	0.99	25.010858	1.3942e-08	7.4853e-10	6.3305e-14	1.5339e-13	VISIBLE
0.12	0.08	0.1	0.01	0.99	25.010858	1.3942e-08	7.4853e-10	5.8126e-13	1.6706e-14	VISIBLE
0.12	0.08	0.1	0.1	0.99	25.010858	1.3942e-08	7.4853e-10	5.8126e-13	1.5339e-13	VISIBLE
0.12	0.12	0.01	0.01	0.99	25.010858	1.3942e-08	1.3942e-08	6.3305e-14	6.3305e-14	VISIBLE
0.12	0.12	0.01	0.1	0.99	25.010858	1.3942e-08	1.3942e-08	6.3305e-14	5.8126e-13	VISIBLE
0.12	0.12	0.1	0.01	0.99	25.010858	1.3942e-08	1.3942e-08	5.8126e-13	6.3305e-14	VISIBLE
0.12	0.12	0.1	0.1	0.99	25.010858	1.3942e-08	1.3942e-08	5.8126e-13	5.8126e-13	VISIBLE
0.12	0.1732	0.01	0.01	0.99	25.010858	1.3942e-08	2.0064e-07	6.3305e-14	7.8331e-14	VISIBLE
0.12	0.1732	0.01	0.1	0.99	25.010858	1.3942e-08	2.0064e-07	6.3305e-14	7.1922e-13	VISIBLE
0.12	0.1732	0.1	0.01	0.99	25.010858	1.3942e-08	2.0064e-07	5.8126e-13	7.8331e-14	VISIBLE
0.12	0.1732	0.1	0.1	0.99	25.010858	1.3942e-08	2.0064e-07	5.8126e-13	7.1922e-13	VISIBLE
0.1732	0.05	0.01	0.01	0.99	25.010858	2.0064e-07	2.6648e-11	7.8331e-14	1.5270e-15	TESTED
0.1732	0.05	0.01	0.1	0.99	25.010858	2.0064e-07	2.6648e-11	7.8331e-14	1.4021e-14	TESTED
0.1732	0.05	0.1	0.01	0.99	25.010858	2.0064e-07	2.6648e-11	7.1922e-13	1.5270e-15	TESTED
0.1732	0.05	0.1	0.1	0.99	25.010858	2.0064e-07	2.6648e-11	7.1922e-13	1.4021e-14	VISIBLE
0.1732	0.08	0.01	0.01	0.99	25.010858	2.0064e-07	7.4853e-10	7.8331e-14	1.6706e-14	VISIBLE
0.1732	0.08	0.01	0.1	0.99	25.010858	2.0064e-07	7.4853e-10	7.8331e-14	1.5339e-13	VISIBLE
0.1732	0.08	0.1	0.01	0.99	25.010858	2.0064e-07	7.4853e-10	7.1922e-13	1.6706e-14	VISIBLE
0.1732	0.08	0.1	0.1	0.99	25.010858	2.0064e-07	7.4853e-10	7.1922e-13	1.5339e-13	VISIBLE
0.1732	0.12	0.01	0.01	0.99	25.010858	2.0064e-07	1.3942e-08	7.8331e-14	6.3305e-14	VISIBLE
0.1732	0.12	0.01	0.1	0.99	25.010858	2.0064e-07	1.3942e-08	7.8331e-14	5.8126e-13	VISIBLE
0.1732	0.12	0.1	0.01	0.99	25.010858	2.0064e-07	1.3942e-08	7.1922e-13	6.3305e-14	VISIBLE
0.1732	0.12	0.1	0.1	0.99	25.010858	2.0064e-07	1.3942e-08	7.1922e-13	5.8126e-13	VISIBLE
0.1732	0.1732	0.01	0.01	0.99	25.010858	2.0064e-07	2.0064e-07	7.8331e-14	7.8331e-14	VISIBLE
0.1732	0.1732	0.01	0.1	0.99	25.010858	2.0064e-07	2.0064e-07	7.8331e-14	7.1922e-13	VISIBLE
0.1732	0.1732	0.1	0.01	0.99	25.010858	2.0064e-07	2.0064e-07	7.1922e-13	7.8331e-14	VISIBLE
0.1732	0.1732	0.1	0.1	0.99	25.010858	2.0064e-07	2.0064e-07	7.1922e-13	7.1922e-13	VISIBLE
0.02	0.02	0.01	0.01	0.99	25.010858	4.2588e-14	4.2588e-14	4.8131e-18	4.8131e-18	EXCLUDED
0.02	0.02	0.01	0.1	0.99	25.010858	4.2588e-14	4.2588e-14	4.8131e-18	4.4193e-17	EXCLUDED
0.02	0.02	0.1	0.01	0.99	25.010858	4.2588e-14	4.2588e-14	4.4193e-17	4.8131e-18	EXCLUDED
0.02	0.02	0.1	0.1	0.99	25.010858	4.2588e-14	4.2588e-14	4.4193e-17	4.4193e-17	EXCLUDED
0.05	0.02	0.01	0.01	0.99	25.010858	2.6648e-11	4.2588e-14	1.5270e-15	4.8131e-18	EXCLUDED
0.05	0.02	0.01	0.1	0.99	25.010858	2.6648e-11	4.2588e-14	1.5270e-15	4.4193e-17	EXCLUDED
