Rf	Ru	eps	epsp	RERHO	IMRHO	alpha_f	alpha_u	delta_f	delta_u	status
0.1732	0.1732	0.01	0.01	0.99	21.02204	1.3619e-07	1.3619e-07	1.9513e-13	1.9513e-13	VISIBLE
0.1732	0.1732	0.01	0.1	0.99	21.02204	1.3619e-07	1.3619e-07	1.9513e-13	1.7917e-12	VISIBLE
0.1732	0.1732	0.1	0.01	0.99	21.02204	1.3619e-07	1.3619e-07	1.7917e-12	1.9513e-13	VISIBLE
0.1732	0.1732	0.1	0.1	0.99	21.02204	1.3619e-07	1.3619e-07	1.7917e-12	1.7917e-12	VISIBLE
0.02	0.02	0.01	0.01	0.99	21.02204	3.0052e-14	3.0052e-14	3.5874e-18	3.5874e-18	EXCLUDED
0.02	0.02	0.01	0.1	0.99	21.02204	3.0052e-14	3.0052e-14	3.5874e-18	3.2939e-17	EXCLUDED
0.02	0.02	0.1	0.01	0.99	21.02204	3.0052e-14	3.0052e-14	3.2939e-17	3.5874e-18	EXCLUDED
0.02	0.02	0.1	0.1	0.99	21.02204	3.0052e-14	3.0052e-14	3.2939e-17	3.2939e-17	EXCLUDED
0.05	0.02	0.01	0.01	0.99	21.02204	1.8667e-11	3.0052e-14	1.3092e-15	3.5874e-18	EXCLUDED
0.05	0.02	0.01	0.1	0.99	21.02204	1.8667e-11	3.0052e-14	1.3092e-15	3.2939e-17	EXCLUDED
0.05	0.02	0.1	0.01	0.99	21.02204	1.8667e-11	3.0052e-14	1.2021e-14	3.5874e-18	EXCLUDED
0.05	0.02	0.1	0.1	0.99	21.02204	1.8667e-11	3.0052e-14	1.2021e-14	3.2939e-17	EXCLUDED
0.08	0.02	0.01	0.01	0.99	21.02204	5.1752e-10	3.0052e-14	1.7692e-14	3.5874e-18	EXCLUDED
0.08	0.02	0.01	0.1	0.99	21.02204	5.1752e-10	3.0052e-14	1.7692e-14	3.2939e-17	EXCLUDED
0.08	0.02	0.1	0.01	0.99	21.02204	5.1752e-10	3.0052e-14	1.6244e-13	3.5874e-18	EXCLUDED
0.08	0.02	0.1	0.1	0.99	21.02204	5.1752e-10	3.0052e-14	1.6244e-13	3.2939e-17	EXCLUDED
0.12	0.02	0.01	0.01	0.99	21.02204	9.4244e-09	3.0052e-14	9.4812e-14	3.5874e-18	EXCLUDED
0.12	0.02	0.01	0.1	0.99	21.02204	9.4244e-09	3.0052e-14	9.4812e-14	3.2939e-17	EXCLUDED
0.12	0.02	0.1	0.01	0.99	21.02204	9.4244e-09	3.0052e-14	8.7054e-13	3.5874e-18	EXCLUDED
0.12	0.02	0.1	0.1	0.99	21.02204	9.4244e-09	3.0052e-14	8.7054e-13	3.2939e-17	EXCLUDED
0.1732	0.02	0.01	0.01	0.99	21.02204	1.3619e-07	3.0052e-14	1.9513e-13	3.5874e-18	EXCLUDED
0.1732	0.02	0.01	0.1	0.99	21.02204	1.3619e-07	3.0052e-14	1.9513e-13	3.2939e-17	EXCLUDED
0.1732	0.02	0.1	0.01	0.99	21.02204	1.3619e-07	3.0052e-14	1.7917e-12	3.5874e-18	EXCLUDED
0.1732	0.02	0.1	0.1	0.99	21.02204	1.3619e-07	3.0052e-14	1.7917e-12	3.2939e-17	EXCLUDED
0.05	0.05	0.01	0.01	0.9	21.02204	1.8664e-11	1.8664e-11	1.3093e-15	1.3093e-15	VISIBLE
0.05	0.05	0.01	0.1	0.9	21.02204	1.8664e-11	1.8664e-11	1.3093e-15	1.2021e-14	VISIBLE
0.05	0.05	0.1	0.01	0.9	21.02204	1.8664e-11	1.8664e-11	1.2021e-14	1.3093e-15	VISIBLE
0.05	0.05	0.1	0.1	0.9	21.02204	1.8664e-11	1.8664e-11	1.2021e-14	1.2021e-14	VISIBLE
0.05	0.08	0.01	0.01	0.9	21.02204	1.8664e-11	5.1745e-10	1.3093e-15	1.7697e-14	VISIBLE
0.05	0.08	0.01	0.1	0.9	21.02204	1.8664e-11	5.1745e-10	1.3093e-15	1.6249e-13	VISIBLE
0.05	0.08	0.1	0.01	0.9	21.02204	1.8664e-11	5.1745e-10	1.2021e-14	1.7697e-14	VISIBLE
0.05	0.08	0.1	0.1	0.9	21.02204	1.8664e-11	5.1745e-10	1.2021e-14	1.6249e-13	VISIBLE
0.05	0.12	0.01	0.01	0.9	21.02204	1.8664e-11	9.4243e-09	1.3093e-15	9.4884e-14	VISIBLE
0.05	0.12	0.01	0.1	0.9	21.02204	1.8664e-11	9.4243e-09	1.3093e-15	8.7121e-13	VISIBLE
0.05	0.12	0.1	0.01	0.9	21.02204	1.8664e-11	9.4243e-09	1.2021e-14	9.4884e-14	VISIBLE
0.05	0.12	0.1	0.1	0.9	21.02204	1.8664e-11	9.4243e-09	1.2021e-14	8.7121e-13	VISIBLE
0.05	0.1732	0.01	0.01	0.9	21.02204	1.8664e-11	1.3625e-07	1.3093e-15	1.9546e-13	VISIBLE
0.05	0.1732	0.01	0.1	0.9	21.02204	1.8664e-11	1.3625e-07	1.3093e-15	1.7947e-12	VISIBLE
0.05	0.1732	0.1	0.01	0.9	21.02204	1.8664e-11	1.3625e-07	1.2021e-14	1.9546e-13	VISIBLE
0.05	0.1732	0.1	0.1	0.9	21.02204	1.8664e-11	1.3625e-07	1.2021e-14	1.7947e-12	VISIBLE
0.08	0.05	0.01	0.01	0.9	21.02204	5.1745e-10	1.8664e-11	1.7697e-14	1.3093e-15	VISIBLE
0.08	0.05	0.01	0.1	0.9	21.02204	5.1745e-10	1.8664e-11	1.7697e-14	1.2021e-14	VISIBLE
0.08	0.05	0.1	0.01	0.9	21.02204	5.1745e-10	1.8664e-11	1.6249e-13	1.3093e-15	VISIBLE
0.08	0.05	0.1	0.1	0.9	21.02204	5.1745e-10	1.8664e-11	1.6249e-13	1.2021e-14	VISIBLE
0.08	0.08	0.01	0.01	0.9	21.02204	5.1745e-10	5.1745e-10	1.7697e-14	1.7697e-14	VISIBLE
0.08	0.08	0.01	0.1	0.9	21.02204	5.1745e-10	5.1745e-10	1.7697e-14	1.6249e-13	VISIBLE
0.08	0.08	0.1	0.01	0.9	21.02204	5.1745e-10	5.1745e-10	1.6249e-13	1.7697e-14	VISIBLE
0.08	0.08	0.1	0.1	0.9	21.02204	5.1745e-10	5.1745e-10	1.6249e-13	1.6249e-13	VISIBLE
0.08	0.12	0.01	0.01	0.9	21.02204	5.1745e-10	9.4243e-09	1.7697e-14	9.4884e-14	VISIBLE
0.08	0.12	0.01	0.1	0.9	21.02204	5.1745e-10	9.4243e-09	1.7697e-14	8.7121e-13	VISIBLE
0.08	0.12	0.1	0.01	0.9	21.02204	5.1745e-10	9.4243e-09	1.6249e-13	9.4884e-14	VISIBLE
0.08	0.12	0.1	0.1	0.9	21.02204	5.1745e-10	9.4243e-09	1.6249e-13	8.7121e-13	VISIBLE
0.08	0.1732	0.01	0.01	0.9	21.02204	5.1745e-10	1.3625e-07	1.7697e-14	1.9546e-13	VISIBLE
0.08	0.1732	0.01	0.1	0.9	21.02204	5.1745e-10	1.3625e-07	1.7697e-14	1.7947e-12	VISIBLE
0.08	0.1732	0.1	0.01	0.9	21.02204	5.1745e-10	1.3625e-07	1.6249e-13	1.9546e-13	VISIBLE
0.08	0.1732	0.1	0.1	0.9	21.02204	5.1745e-10	1.3625e-07	1.6249e-13	1.7947e-12	VISIBLE
0.12	0.05	0.01	0.01	0.9	21.02204	9.4243e-09	1.8664e-11	9.4884e-14	1.3093e-15	VISIBLE
0.12	0.05	0.01	0.1	0.9	21.02204	9.4243e-09	1.8664e-11	9.4884e-14	1.2021e-14	VISIBLE
0.12	0.05	0.1	0.01	0.9	21.02204	9.4243e-09	1.8664e-11	8.7121e-13	1.3093e-15	VISIBLE
0.12	0.05	0.1	0.1	0.9	21.02204	9.4243e-09	1.8664e-11	8.7121e-13	1.2021e-14	VISIBLE
0.12	0.08	0.01	0.01	0.9	21.02204	9.4243e-09	5.1745e-10	9.4884e-14	1.7697e-14	VISIBLE
0.12	0.08	0.01	0.1	0.9	21.02204	9.4243e-09	5.1745e-10	9.4884e-14	1.6249e-13	VISIBLE
0.12	0.08	0.1	0.01	0.9	21.02204	9.4243e-09	5.1745e-10	8.7121e-13	1.7697e-14	VISIBLE
0.12	0.08	0.1	0.1	0.9	21.02204	9.4243e-09	5.1745e-10	8.7121e-13	1.6249e-13	VISIBLE
0.12	0.12	0.01	0.01	0.9	21.02204	9.4243e-09	9.4243e-09	9.4884e-14	9.4884e-14	VISIBLE
0.12	0.12	0.01	0.1	0.9	21.02204	9.4243e-09	9.4243e-09	9.4884e-14	8.7121e-13	VISIBLE
0.12	0.12	0.1	0.01	0.9	21.02204	9.4243e-09	9.4243e-09	8.7121e-13	9.4884e-14	VISIBLE
0.12	0.12	0.1	0.1	0.9	21.02204	9.4243e-09	9.4243e-09	8.7121e-13	8.7121e-13	VISIBLE
0.12	0.1732	0.01	0.01	0.9	21.02204	9.4243e-09	1.3625e-07	9.4884e-14	1.9546e-13	VISIBLE
0.12	0.1732	0.01	0.1	0.9	21.02204	9.4243e-09	1.3625e-07	9.4884e-14	1.7947e-12	VISIBLE
0.12	0.1732	0.1	0.01	0.9	21.02204	9.4243e-09	1.3625e-07	8.7121e-13	1.9546e-13	VISIBLE
0.12	0.1732	0.1	0.1	0.9	21.02204	9.4243e-09	1.3625e-07	8.7121e-13	1.7947e-12	VISIBLE
0.1732	0.05	0.01	0.01	0.9	21.02204	1.3625e-07	1.8664e-11	1.9546e-13	1.3093e-15	TESTED
0.1732	0.05	0.01	0.1	0.9	21.02204	1.3625e-07	1.8664e-11	1.9546e-13	1.2021e-14	TESTED
0.1732	0.05	0.1	0.01	0.9	21.02204	1.3625e-07	1.8664e-11	1.7947e-12	1.3093e-15	TESTED
0.1732	0.05	0.1	0.1	0.9	21.02204	1.3625e-07	1.8664e-11	1.7947e-12	1.2021e-14	VISIBLE
0.1732	0.08	0.01	0.01	0.9	21.02204	1.3625e-07	5.1745e-10	1.9546e-13	1.7697e-14	VISIBLE
0.1732	0.08	0.01	0.1	0.9	21.02204	1.3625e-07	5.1745e-10	1.9546e-13	1.6249e-13	VISIBLE
0.1732	0.08	0.1	0.01	0.9	21.02204	1.3625e-07	5.1745e-10	1.7947e-12	1.7697e-14	VISIBLE
0.1732	0.08	0.1	0.1	0.9	21.02204	1.3625e-07	5.1745e-10	1.7947e-12	1.6249e-13	VISIBLE
0.1732	0.12	0.01	0.01	0.9	21.02204	1.3625e-07	9.4243e-09	1.9546e-13	9.4884e-14	VISIBLE
0.1732	0.12	0.01	0.1	0.9	21.02204	1.3625e-07	9.4243e-09	1.9546e-13	8.7121e-13	VISIBLE
0.1732	0.12	0.1	0.01	0.9	21.02204	1.3625e-07	9.4243e-09	1.7947e-12	9.4884e-14	VISIBLE
0.1732	0.12	0.1	0.1	0.9	21.02204	1.3625e-07	9.4243e-09	1.7947e-12	8.7121e-13	VISIBLE
0.1732	0.1732	0.01	0.01	0.9	21.02204	1.3625e-07	1.3625e-07	1.9546e-13	1.9546e-13	VISIBLE
0.1732	0.1732	0.01	0.1	0.9	21.02204	1.3625e-07	1.3625e-07	1.9546e-13	1.7947e-12	VISIBLE
0.1732	0.1732	0.1	0.01	0.9	21.02204	1.3625e-07	1.3625e-07	1.7947e-12	1.9546e-13	VISIBLE
0.1732	0.1732	0.1	0.1	0.9	21.02204	1.3625e-07	1.3625e-07	1.7947e-12	1.7947e-12	VISIBLE
0.02	0.02	0.01	0.01	0.9	21.02204	3.0046e-14	3.0046e-14	3.5870e-18	3.5870e-18	EXCLUDED
0.02	0.02	0.01	0.1	0.9	21.02204	3.0046e-14	3.0046e-14	3.5870e-18	3.2935e-17	EXCLUDED
0.02	0.02	0.1	0.01	0.9	21.02204	3.0046e-14	3.0046e-14	3.2935e-17	3.5870e-18	EXCLUDED
0.02	0.02	0.1	0.1	0.9	21.02204	3.0046e-14	3.0046e-14	3.2935e-17	3.2935e-17	EXCLUDED
0.05	0.02	0.01	0.01	0.9	21.02204	1.8664e-11	3.0046e-14	1.3093e-15	3.5870e-18	EXCLUDED
0.05	0.02	0.01	0.1	0.9	21.02204	1.8664e-11	3.0046e-14	1.3093e-15	3.2935e-17	EXCLUDED
0.05	0.02	0.1	0.01	0.9	21.02204	1.8664e-11	3.0046e-14	1.2021e-14	3.5870e-18	EXCLUDED
0.05	0.02	0.1	0.1	0.9	21.02204	1.8664e-11	3.0046e-14	1.2021e-14	3.2935e-17	EXCLUDED
0.08	0.02	0.01	0.01	0.9	21.02204	5.1745e-10	3.0046e-14	1.7697e-14	3.5870e-18	EXCLUDED
0.08	0.02	0.01	0.1	0.9	21.02204	5.1745e-10	3.0046e-14	1.7697e-14	3.2935e-17	EXCLUDED
0.08	0.02	0.1	0.01	0.9	21.02204	5.1745e-10	3.0046e-14	1.6249e-13	3.5870e-18	EXCLUDED
0.08	0.02	0.1	0.1	0.9	21.02204	5.1745e-10	3.0046e-14	1.6249e-13	3.2935e-17	EXCLUDED
0.12	0.02	0.01	0.01	0.9	21.02204	9.4243e-09	3.0046e-14	9.4884e-14	3.5870e-18	EXCLUDED
0.12	0.02	0.01	0.1	0.9	21.02204	9.4243e-09	3.0046e-14	9.4884e-14	3.2935e-17	EXCLUDED
0.12	0.02	0.1	0.01	0.9	21.02204	9.4243e-09	3.0046e-14	8.7121e-13	3.5870e-18	EXCLUDED
0.12	0.02	0.1	0.1	0.9	21.02204	9.4243e-09	3.0046e-14	8.7121e-13	3.2935e-17	EXCLUDED
0.1732	0.02	0.01	0.01	0.9	21.02204	1.3625e-07	3.0046e-14	1.9546e-13	3.5870e-18	EXCLUDED
0.1732	0.02	0.01	0.1	0.9	21.02204	1.3625e-07	3.0046e-14	1.9546e-13	3.2935e-17	EXCLUDED
0.1732	0.02	0.1	0.01	0.9	21.02204	1.3625e-07	3.0046e-14	1.7947e-12	3.5870e-18	EXCLUDED
0.1732	0.02	0.1	0.1	0.9	21.02204	1.3625e-07	3.0046e-14	1.7947e-12	3.2935e-17	EXCLUDED
0.05	0.05	0.01	0.01	0.75	21.02204	1.8660e-11	1.8660e-11	1.3094e-15	1.3094e-15	VISIBLE
0.05	0.05	0.01	0.1	0.75	21.02204	1.8660e-11	1.8660e-11	1.3094e-15	1.2022e-14	VISIBLE
0.05	0.05	0.1	0.01	0.75	21.02204	1.8660e-11	1.8660e-11	1.2022e-14	1.3094e-15	VISIBLE
0.05	0.05	0.1	0.1	0.75	21.02204	1.8660e-11	1.8660e-11	1.2022e-14	1.2022e-14	VISIBLE
0.05	0.08	0.01	0.01	0.75	21.02204	1.8660e-11	5.1739e-10	1.3094e-15	1.7705e-14	VISIBLE
0.05	0.08	0.01	0.1	0.75	21.02204	1.8660e-11	5.1739e-10	1.3094e-15	1.6256e-13	VISIBLE
0.05	0.08	0.1	0.01	0.75	21.02204	1.8660e-11	5.1739e-10	1.2022e-14	1.7705e-14	VISIBLE
0.05	0.08	0.1	0.1	0.75	21.02204	1.8660e-11	5.1739e-10	1.2022e-14	1.6256e-13	VISIBLE
0.05	0.12	0.01	0.01	0.75	21.02204	1.8660e-11	9.4247e-09	1.3094e-15	9.4995e-14	VISIBLE
0.05	0.12	0.01	0.1	0.75	21.02204	1.8660e-11	9.4247e-09	1.3094e-15	8.7222e-13	VISIBLE
0.05	0.12	0.1	0.01	0.75	21.02204	1.8660e-11	9.4247e-09	1.2022e-14	9.4995e-14	VISIBLE
0.05	0.12	0.1	0.1	0.75	21.02204	1.8660e-11	9.4247e-09	1.2022e-14	8.7222e-13	VISIBLE
0.05	0.1732	0.01	0.01	0.75	21.02204	1.8660e-11	1.3633e-07	1.3094e-15	1.9595e-13	VISIBLE
0.05	0.1732	0.01	0.1	0.75	21.02204	1.8660e-11	1.3633e-07	1.3094e-15	1.7992e-12	VISIBLE
0.05	0.1732	0.1	0.01	0.75	21.02204	1.8660e-11	1.3633e-07	1.2022e-14	1.9595e-13	VISIBLE
0.05	0.1732	0.1	0.1	0.75	21.02204	1.8660e-11	1.3633e-07	1.2022e-14	1.7992e-12	VISIBLE
0.08	0.05	0.01	0.01	0.75	21.02204	5.1739e-10	1.8660e-11	1.7705e-14	1.3094e-15	VISIBLE
0.08	0.05	0.01	0.1	0.75	21.02204	5.1739e-10	1.8660e-11	1.7705e-14	1.2022e-14	VISIBLE
0.08	0.05	0.1	0.01	0.75	21.02204	5.1739e-10	1.8660e-11	1.6256e-13	1.3094e-15	VISIBLE
0.08	0.05	0.1	0.1	0.75	21.02204	5.1739e-10	1.8660e-11	1.6256e-13	1.2022e-14	VISIBLE
0.08	0.08	0.01	0.01	0.75	21.02204	5.1739e-10	5.1739e-10	1.7705e-14	1.7705e-14	VISIBLE
0.08	0.08	0.01	0.1	0.75	21.02204	5.1739e-10	5.1739e-10	1.7705e-14	1.6256e-13	VISIBLE
0.08	0.08	0.1	0.01	0.75	21.02204	5.1739e-10	5.1739e-10	1.6256e-13	1.7705e-14	VISIBLE
0.08	0.08	0.1	0.1	0.75	21.02204	5.1739e-10	5.1739e-10	1.6256e-13	1.6256e-13	VISIBLE
0.08	0.12	0.01	0.01	0.75	21.02204	5.1739e-10	9.4247e-09	1.7705e-14	9.4995e-14	VISIBLE
0.08	0.12	0.01	0.1	0.75	21.02204	5.1739e-10	9.4247e-09	1.7705e-14	8.7222e-13	VISIBLE
0.08	0.12	0.1	0.01	0.75	21.02204	5.1739e-10	9.4247e-09	1.6256e-13	9.4995e-14	VISIBLE
0.08	0.12	0.1	0.1	0.75	21.02204	5.1739e-10	9.4247e-09	1.6256e-13	8.7222e-13	VISIBLE
0.08	0.1732	0.01	0.01	0.75	21.02204	5.1739e-10	1.3633e-07	1.7705e-14	1.9595e-13	VISIBLE
0.08	0.1732	0.01	0.1	0.75	21.02204	5.1739e-10	1.3633e-07	1.7705e-14	1.7992e-12	VISIBLE
0.08	0.1732	0.1	0.01	0.75	21.02204	5.1739e-10	1.3633e-07	1.6256e-13	1.9595e-13	VISIBLE
0.08	0.1732	0.1	0.1	0.75	21.02204	5.1739e-10	1.3633e-07	1.6256e-13	1.7992e-12	VISIBLE
0.12	0.05	0.01	0.01	0.75	21.02204	9.4247e-09	1.8660e-11	9.4995e-14	1.3094e-15	VISIBLE
0.12	0.05	0.01	0.1	0.75	21.02204	9.4247e-09	1.8660e-11	9.4995e-14	1.2022e-14	VISIBLE
0.12	0.05	0.1	0.01	0.75	21.02204	9.4247e-09	1.8660e-11	8.7222e-13	1.3094e-15	VISIBLE
0.12	0.05	0.1	0.1	0.75	21.02204	9.4247e-09	1.8660e-11	8.7222e-13	1.2022e-14	VISIBLE
0.12	0.08	0.01	0.01	0.75	21.02204	9.4247e-09	5.1739e-10	9.4995e-14	1.7705e-14	VISIBLE
0.12	0.08	0.01	0.1	0.75	21.02204	9.4247e-09	5.1739e-10	9.4995e-14	1.6256e-13	VISIBLE
0.12	0.08	0.1	0.01	0.75	21.02204	9.4247e-09	5.1739e-10	8.7222e-13	1.7705e-14	VISIBLE
0.12	0.08	0.1	0.1	0.75	21.02204	9.4247e-09	5.1739e-10	8.7222e-13	1.6256e-13	VISIBLE
0.12	0.12	0.01	0.01	0.75	21.02204	9.4247e-09	9.4247e-09	9.4995e-14	9.4995e-14	VISIBLE
0.12	0.12	0.01	0.1	0.75	21.02204	9.4247e-09	9.4247e-09	9.4995e-14	8.7222e-13	VISIBLE
0.12	0.12	0.1	0.01	0.75	21.02204	9.4247e-09	9.4247e-09	8.7222e-13	9.4995e-14	VISIBLE
0.12	0.12	0.1	0.1	0.75	21.02204	9.4247e-09	9.4247e-09	8.7222e-13	8.7222e-13	VISIBLE
0.12	0.1732	0.01	0.01	0.75	21.02204	9.4247e-09	1.3633e-07	9.4995e-14	1.9595e-13	VISIBLE
0.12	0.1732	0.01	0.1	0.75	21.02204	9.4247e-09	1.3633e-07	9.4995e-14	1.7992e-12	VISIBLE
0.12	0.1732	0.1	0.01	0.75	21.02204	9.4247e-09	1.3633e-07	8.7222e-13	1.9595e-13	VISIBLE
0.12	0.1732	0.1	0.1	0.75	21.02204	9.4247e-09	1.3633e-07	8.7222e-13	1.7992e-12	VISIBLE
0.1732	0.05	0.01	0.01	0.75	21.02204	1.3633e-07	1.8660e-11	1.9595e-13	1.3094e-15	TESTED
0.1732	0.05	0.01	0.1	0.75	21.02204	1.3633e-07	1.8660e-11	1.9595e-13	1.2022e-14	TESTED
0.1732	0.05	0.1	0.01	0.75	21.02204	1.3633e-07	1.8660e-11	1.7992e-12	1.3094e-15	VISIBLE
0.1732	0.05	0.1	0.1	0.75	21.02204	1.3633e-07	1.8660e-11	1.7992e-12	1.2022e-14	VISIBLE
0.1732	0.08	0.01	0.01	0.75	21.02204	1.3633e-07	5.1739e-10	1.9595e-13	1.7705e-14	VISIBLE
0.1732	0.08	0.01	0.1	0.75	21.02204	1.3633e-07	5.1739e-10	1.9595e-13	1.6256e-13	VISIBLE
0.1732	0.08	0.1	0.01	0.75	21.02204	1.3633e-07	5.1739e-10	1.7992e-12	1.7705e-14	VISIBLE
0.1732	0.08	0.1	0.1	0.75	21.02204	1.3633e-07	5.1739e-10	1.7992e-12	1.6256e-13	VISIBLE
0.1732	0.12	0.01	0.01	0.75	21.02204	1.3633e-07	9.4247e-09	1.9595e-13	9.4995e-14	VISIBLE
0.1732	0.12	0.01	0.1	0.75	21.02204	1.3633e-07	9.4247e-09	1.9595e-13	8.7222e-13	VISIBLE
0.1732	0.12	0.1	0.01	0.75	21.02204	1.3633e-07	9.4247e-09	1.7992e-12	9.4995e-14	VISIBLE
0.1732	0.12	0.1	0.1	0.75	21.02204	1.3633e-07	9.4247e-09	1.7992e-12	8.7222e-13	VISIBLE
0.1732	0.1732	0.01	0.01	0.75	21.02204	1.3633e-07	1.3633e-07	1.9595e-13	1.9595e-13	VISIBLE
0.1732	0.1732	0.01	0.1	0.75	21.02204	1.3633e-07	1.3633e-07	1.9595e-13	1.7992e-12	VISIBLE
0.1732	0.1732	0.1	0.01	0.75	21.02204	1.3633e-07	1.3633e-07	1.7992e-12	1.9595e-13	VISIBLE
0.1732	0.1732	0.1	0.1	0.75	21.02204	1.3633e-07	1.3633e-07	1.7992e-12	1.7992e-12	VISIBLE
0.02	0.02	0.01	0.01	0.75	21.02204	3.0040e-14	3.0040e-14	3.5865e-18	3.5865e-18	EXCLUDED
0.02	0.02	0.01	0.1	0.75	21.02204	3.0040e-14	3.0040e-14	3.5865e-18	3.2930e-17	EXCLUDED
0.02	0.02	0.1	0.01	0.75	21.02204	3.0040e-14	3.0040e-14	3.2930e-17	3.5865e-18	EXCLUDED
0.02	0.02	0.1	0.1	0.75	21.02204	3.0040e-14	3.0040e-14	3.2930e-17	3.2930e-17	EXCLUDED
0.05	0.02	0.01	0.01	0.75	21.02204	1.8660e-11	3.0040e-14	1.3094e-15	3.5865e-18	EXCLUDED
0.05	0.02	0.01	0.1	0.75	21.02204	1.8660e-11	3.0040e-14	1.3094e-15	3.2930e-17	EXCLUDED
0.05	0.02	0.1	0.01	0.75	21.02204	1.8660e-11	3.0040e-14	1.2022e-14	3.5865e-18	EXCLUDED
0.05	0.02	0.1	0.1	0.75	21.02204	1.8660e-11	3.0040e-14	1.2022e-14	3.2930e-17	EXCLUDED
0.08	0.02	0.01	0.01	0.75	21.02204	5.1739e-10	3.0040e-14	1.7705e-14	3.5865e-18	EXCLUDED
0.08	0.02	0.01	0.1	0.75	21.02204	5.1739e-10	3.0040e-14	1.7705e-14	3.2930e-17	EXCLUDED
0.08	0.02	0.1	0.01	0.75	21.02204	5.1739e-10	3.0040e-14	1.6256e-13	3.5865e-18	EXCLUDED
0.08	0.02	0.1	0.1	0.75	21.02204	5.1739e-10	3.0040e-14	1.6256e-13	3.2930e-17	EXCLUDED
0.12	0.02	0.01	0.01	0.75	21.02204	9.4247e-09	3.0040e-14	9.4995e-14	3.5865e-18	EXCLUDED
0.12	0.02	0.01	0.1	0.75	21.02204	9.4247e-09	3.0040e-14	9.4995e-14	3.2930e-17	EXCLUDED
0.12	0.02	0.1	0.01	0.75	21.02204	9.4247e-09	3.0040e-14	8.7222e-13	3.5865e-18	EXCLUDED
0.12	0.02	0.1	0.1	0.75	21.02204	9.4247e-09	3.0040e-14	8.7222e-13	3.2930e-17	EXCLUDED
0.1732	0.02	0.01	0.01	0.75	21.02204	1.3633e-07	3.0040e-14	1.9595e-13	3.5865e-18	EXCLUDED
0.1732	0.02	0.01	0.1	0.75	21.02204	1.3633e-07	3.0040e-14	1.9595e-13	3.2930e-17	EXCLUDED
0.1732	0.02	0.1	0.01	0.75	21.02204	1.3633e-07	3.0040e-14	1.7992e-12	3.5865e-18	EXCLUDED
0.1732	0.02	0.1	0.1	0.75	21.02204	1.3633e-07	3.0040e-14	1.7992e-12	3.2930e-17	EXCLUDED
0.05	0.05	0.01	0.01	0.6	21.02204	1.8658e-11	1.8658e-11	1.3096e-15	1.3096e-15	VISIBLE
0.05	0.05	0.01	0.1	0.6	21.02204	1.8658e-11	1.8658e-11	1.3096e-15	1.2024e-14	VISIBLE
0.05	0.05	0.1	0.01	0.6	21.02204	1.8658e-11	1.8658e-11	1.2024e-14	1.3096e-15	VISIBLE
0.05	0.05	0.1	0.1	0.6	21.02204	1.8658e-11	1.8658e-11	1.2024e-14	1.2024e-14	VISIBLE
0.05	0.08	0.01	0.01	0.6	21.02204	1.8658e-11	5.1736e-10	1.3096e-15	1.7713e-14	VISIBLE
0.05	0.08	0.01	0.1	0.6	21.02204	1.8658e-11	5.1736e-10	1.3096e-15	1.6264e-13	VISIBLE
0.05	0.08	0.1	0.01	0.6	21.02204	1.8658e-11	5.1736e-10	1.2024e-14	1.7713e-14	VISIBLE
0.05	0.08	0.1	0.1	0.6	21.02204	1.8658e-11	5.1736e-10	1.2024e-14	1.6264e-13	VISIBLE
0.05	0.12	0.01	0.01	0.6	21.02204	1.8658e-11	9.4255e-09	1.3096e-15	9.5091e-14	VISIBLE
0.05	0.12	0.01	0.1	0.6	21.02204	1.8658e-11	9.4255e-09	1.3096e-15	8.7310e-13	VISIBLE
0.05	0.12	0.1	0.01	0.6	21.02204	1.8658e-11	9.4255e-09	1.2024e-14	9.5091e-14	VISIBLE
0.05	0.12	0.1	0.1	0.6	21.02204	1.8658e-11	9.4255e-09	1.2024e-14	8.7310e-13	VISIBLE
0.05	0.1732	0.01	0.01	0.6	21.02204	1.8658e-11	1.3641e-07	1.3096e-15	1.9637e-13	VISIBLE
0.05	0.1732	0.01	0.1	0.6	21.02204	1.8658e-11	1.3641e-07	1.3096e-15	1.8030e-12	VISIBLE
0.05	0.1732	0.1	0.01	0.6	21.02204	1.8658e-11	1.3641e-07	1.2024e-14	1.9637e-13	VISIBLE
0.05	0.1732	0.1	0.1	0.6	21.02204	1.8658e-11	1.3641e-07	1.2024e-14	1.8030e-12	VISIBLE
0.08	0.05	0.01	0.01	0.6	21.02204	5.1736e-10	1.8658e-11	1.7713e-14	1.3096e-15	VISIBLE
0.08	0.05	0.01	0.1	0.6	21.02204	5.1736e-10	1.8658e-11	1.7713e-14	1.2024e-14	VISIBLE
0.08	0.05	0.1	0.01	0.6	21.02204	5.1736e-10	1.8658e-11	1.6264e-13	1.3096e-15	VISIBLE
0.08	0.05	0.1	0.1	0.6	21.02204	5.1736e-10	1.8658e-11	1.6264e-13	1.2024e-14	VISIBLE
0.08	0.08	0.01	0.01	0.6	21.02204	5.1736e-10	5.1736e-10	1.7713e-14	1.7713e-14	VISIBLE
0.08	0.08	0.01	0.1	0.6	21.02204	5.1736e-10	5.1736e-10	1.7713e-14	1.6264e-13	VISIBLE
0.08	0.08	0.1	0.01	0.6	21.02204	5.1736e-10	5.1736e-10	1.6264e-13	1.7713e-14	VISIBLE
